 1.56250000e-06  2.01543292e-04  1.56250000e-06  1.94968258e-04  1.56250000e-06  1.94968112e-04 
 1.56874278e-06  2.02328893e-04  1.56874278e-06  1.95724305e-04  1.56874278e-06  1.95724153e-04 
 1.58122834e-06  2.03808696e-04  1.58122834e-06  1.97145112e-04  1.58122834e-06  1.97144950e-04 
 1.60619945e-06  2.05971907e-04  1.60619945e-06  1.99191986e-04  1.60619945e-06  1.99191808e-04 
 1.65116582e-06  2.07093467e-04  1.65116582e-06  2.00109744e-04  1.65116582e-06  2.00109555e-04 
 1.74109855e-06  2.05541785e-04  1.74109855e-06  1.98148962e-04  1.74109855e-06  1.98148768e-04 
 1.85284553e-06  2.05232372e-04  1.85284553e-06  1.97309277e-04  1.85284553e-06  1.97309073e-04 
 2.00433937e-06  2.06041915e-04  2.00433937e-06  1.97390540e-04  2.00433937e-06  1.97390322e-04 
 2.23244091e-06  2.05390545e-04  2.23244091e-06  1.95650097e-04  2.23244091e-06  1.95649857e-04 
 2.57162290e-06  2.05826292e-04  2.57162290e-06  1.94461788e-04  2.57162290e-06  1.94461520e-04 
 3.11315739e-06  2.05538345e-04  3.11315739e-06  1.91584917e-04  3.11315739e-06  1.91584644e-04 
 4.04840307e-06  2.05745777e-04  4.04840307e-06  1.87317488e-04  4.04840307e-06  1.87317240e-04 
 5.78560593e-06  2.05588301e-04  5.78560593e-06  1.78849938e-04  5.78560593e-06  1.78849953e-04 
 9.21996709e-06  2.05741340e-04  9.21996709e-06  1.62567901e-04  9.21996709e-06  1.62569184e-04 
 1.58164463e-05  2.05653068e-04  1.58164463e-05  1.30900326e-04  1.58164463e-05  1.30906924e-04 
 2.90094047e-05  2.05920664e-04  2.90094047e-05  6.79502744e-05  2.90094047e-05  6.79789014e-05 
 5.53953214e-05  2.06336462e-04  5.53953214e-05 -5.82944307e-05  5.53953214e-05 -5.81749421e-05 
 1.08167155e-04  2.08520643e-04  1.08167155e-04 -3.10348878e-04  1.08167155e-04 -3.09851888e-04 
 2.13710822e-04  2.16468693e-04  2.13710822e-04 -8.14580803e-04  2.13710822e-04 -8.12476454e-04 
 4.24798156e-04  2.48259377e-04  4.24798156e-04 -1.82232212e-03  4.24798156e-04 -1.81304780e-03 
 8.46972825e-04  3.72085455e-04  8.46972825e-04 -3.84106903e-03  8.46972825e-04 -3.79737110e-03 
 1.62637576e-03  8.04712136e-04  1.62637576e-03 -7.60555796e-03  1.62637576e-03 -7.40101198e-03 
 2.62637576e-03  1.72863339e-03  2.62637576e-03 -1.25800150e-02  2.62637576e-03 -1.19137121e-02 
 3.62637576e-03  3.05089682e-03  3.62637576e-03 -1.78139414e-02  3.62637576e-03 -1.63030207e-02 
 4.62637576e-03  4.76290091e-03  4.62637576e-03 -2.34139123e-02  4.62637576e-03 -2.05706334e-02 
 5.62637576e-03  6.86782298e-03  5.62637576e-03 -2.94846087e-02  5.62637576e-03 -2.47158188e-02 
 6.62637576e-03  9.37770450e-03  6.62637576e-03 -3.61327436e-02  6.62637576e-03 -2.87381714e-02 
 7.62637576e-03  1.23146287e-02  7.62637576e-03 -4.34676819e-02  7.62637576e-03 -3.26356346e-02 
 8.62637576e-03  1.57084609e-02  8.62637576e-03 -5.16065271e-02  8.62637576e-03 -3.64049599e-02 
 9.62637576e-03  1.95986457e-02  9.62637576e-03 -6.06742038e-02  9.62637576e-03 -4.00398965e-02 
 1.06263758e-02  2.40324422e-02  1.06263758e-02 -7.08076457e-02  1.06263758e-02 -4.35325194e-02 
 1.16263758e-02  2.90671423e-02  1.16263758e-02 -8.21562735e-02  1.16263758e-02 -4.68706562e-02 
 1.26263758e-02  3.47687144e-02  1.26263758e-02 -9.48863110e-02  1.26263758e-02 -5.00388640e-02 
 1.36263758e-02  4.12144058e-02  1.36263758e-02 -1.09181486e-01  1.36263758e-02 -5.30154159e-02 
 1.46263758e-02  4.84917612e-02  1.46263758e-02 -1.25247650e-01  1.46263758e-02 -5.57727160e-02 
 1.56263758e-02  5.67015934e-02  1.56263758e-02 -1.43313849e-01  1.56263758e-02 -5.82735792e-02 
 1.66263758e-02  6.59573765e-02  1.66263758e-02 -1.63637375e-01  1.66263758e-02 -6.04707464e-02 
 1.76263758e-02  7.63885953e-02  1.76263758e-02 -1.86505303e-01  1.76263758e-02 -6.23020292e-02 
 1.86263758e-02  8.81405292e-02  1.86263758e-02 -2.12240016e-01  1.86263758e-02 -6.36883863e-02 
 1.96263758e-02  1.01377995e-01  1.96263758e-02 -2.41201197e-01  1.96263758e-02 -6.45272560e-02 
 2.06263758e-02  1.16285530e-01  2.06263758e-02 -2.73791715e-01  2.06263758e-02 -6.46883465e-02 
 2.16263758e-02  1.33071519e-01  2.16263758e-02 -3.10459822e-01  2.16263758e-02 -6.40041007e-02 
 2.26263758e-02  1.51968736e-01  2.26263758e-02 -3.51704950e-01  2.26263758e-02 -6.22618949e-02 
 2.36263758e-02  1.73238758e-01  2.36263758e-02 -3.98079356e-01  2.36263758e-02 -5.91900370e-02 
 2.46263758e-02  1.97172683e-01  2.46263758e-02 -4.50192641e-01  2.46263758e-02 -5.44444346e-02 
 2.56263758e-02  2.24095533e-01  2.56263758e-02 -5.08711046e-01  2.56263758e-02 -4.75878164e-02 
 2.66263758e-02  2.54366656e-01  2.66263758e-02 -5.74358011e-01  2.66263758e-02 -3.80681815e-02 
 2.76263758e-02  2.88383360e-01  2.76263758e-02 -6.47907194e-01  2.76263758e-02 -2.51882221e-02 
 2.86263758e-02  3.26579865e-01  2.86263758e-02 -7.30173469e-01  2.86263758e-02 -8.07234063e-03 
 2.96263758e-02  3.69428488e-01  2.96263758e-02 -8.21991728e-01  2.96263758e-02  1.43768197e-02 
 3.06263758e-02  4.17434730e-01  3.06263758e-02 -9.24187288e-01  3.06263758e-02  4.35251769e-02 
 3.16263758e-02  4.71132586e-01  3.16263758e-02 -1.03752550e+00  3.16263758e-02  8.10642223e-02 
 3.26263758e-02  5.31070999e-01  3.26263758e-02 -1.16264164e+00  3.26263758e-02  1.29068856e-01 
 3.36263758e-02  5.97796824e-01  3.36263758e-02 -1.29993577e+00  3.36263758e-02  1.90059038e-01 
 3.46263758e-02  6.71824089e-01  3.46263758e-02 -1.44943077e+00  3.46263758e-02  2.67049632e-01 
 3.56263758e-02  7.53593658e-01  3.56263758e-02 -1.61057676e+00  3.56263758e-02  3.63581867e-01 
 3.66263758e-02  8.43411998e-01  3.66263758e-02 -1.78200151e+00  3.66263758e-02  4.83707179e-01 
 3.76263758e-02  9.41372546e-01  3.76263758e-02 -1.96119787e+00  3.76263758e-02  6.31898839e-01 
 3.86263758e-02  1.04724912e+00  3.86263758e-02 -2.14416644e+00  3.86263758e-02  8.12841063e-01 
 3.96263758e-02  1.16036814e+00  3.96263758e-02 -2.32503982e+00  3.96263758e-02  1.03105141e+00 
 4.06263758e-02  1.27945638e+00  4.06263758e-02 -2.49576434e+00  4.06263758e-02  1.29027796e+00 
 4.16263758e-02  1.40248433e+00  4.16263758e-02 -2.64594632e+00  4.16263758e-02  1.59264763e+00 
 4.26263758e-02  1.52652216e+00  4.26263758e-02 -2.76303179e+00  4.26263758e-02  1.93758042e+00 
 4.36263758e-02  1.64765444e+00  4.36263758e-02 -2.83299924e+00  4.36263758e-02  2.32059595e+00 
 4.46263758e-02  1.76099761e+00  4.46263758e-02 -2.84172611e+00  4.46263758e-02  2.73225811e+00 
 4.56263758e-02  1.86088196e+00  4.56263758e-02 -2.77704067e+00  4.56263758e-02  3.15765341e+00 
 4.66263758e-02  1.94123030e+00  4.66263758e-02 -2.63123678e+00  4.66263758e-02  3.57683939e+00 
 4.76263758e-02  1.99613946e+00  4.76263758e-02 -2.40350239e+00  4.76263758e-02  3.96659313e+00 
 4.86263758e-02  2.02059363e+00  4.86263758e-02 -2.10149672e+00  4.86263758e-02  4.30342125e+00 
 4.96263758e-02  2.01118758e+00  4.96263758e-02 -1.74133359e+00  4.96263758e-02  4.56729620e+00 
 5.06263758e-02  1.96668490e+00  5.06263758e-02 -1.34565295e+00  5.06263758e-02  4.74512991e+00 
 5.16263758e-02  1.88826806e+00  5.16263758e-02 -9.40120516e-01  5.16263758e-02  4.83292563e+00 
 5.26263758e-02  1.77939904e+00  5.26263758e-02 -5.49324194e-01  5.26263758e-02  4.83593196e+00 
 5.36263758e-02  1.64533288e+00  5.36263758e-02 -1.93235061e-01  5.36263758e-02  4.76685535e+00 
 5.46263758e-02  1.49240580e+00  5.46263758e-02  1.14883860e-01  5.46263758e-02  4.64283654e+00 
 5.56263758e-02  1.32727661e+00  5.56263758e-02  3.68868221e-01  5.56263758e-02  4.48219726e+00 
 5.66263758e-02  1.15626530e+00  5.66263758e-02  5.68661425e-01  5.66263758e-02  4.30179019e+00 
 5.76263758e-02  9.84887935e-01  5.76263758e-02  7.18581718e-01  5.76263758e-02  4.11538079e+00 
 5.86263758e-02  8.17603409e-01  5.86263758e-02  8.25460825e-01  5.86263758e-02  3.93305158e+00 
 5.96263758e-02  6.57751099e-01  5.96263758e-02  8.97077720e-01  5.96263758e-02  3.76137325e+00 
 6.06263758e-02  5.07618095e-01  6.06263758e-02  9.41054381e-01  6.06263758e-02  3.60399897e+00 
 6.16263758e-02  3.68586652e-01  6.16263758e-02  9.64214664e-01  6.16263758e-02  3.46240623e+00 
 6.26263758e-02  2.41308133e-01  6.26263758e-02  9.72300475e-01  6.26263758e-02  3.33659558e+00 
